"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240607","4호선","창동","28568","30213","20240610",""
"20240607","4호선","쌍문","31045","28886","20240610",""
"20240607","4호선","수유(강북구청)","36916","36863","20240610",""
"20240607","4호선","미아(서울사이버대학)","17017","16413","20240610",""
"20240607","4호선","미아사거리","28266","28105","20240610",""
"20240607","4호선","길음","22475","21810","20240610",""
"20240607","4호선","성신여대입구(돈암)","24165","23297","20240610",""
"20240607","4호선","한성대입구(삼선교)","15804","15072","20240610",""
"20240607","4호선","혜화","39404","39148","20240610",""
"20240607","4호선","동대문","24357","24144","20240610",""
"20240607","4호선","동대문역사문화공원(DDP)","21375","18528","20240610",""
"20240607","4호선","충무로","34145","35542","20240610",""
"20240607","4호선","명동","38178","40787","20240610",""
"20240607","4호선","회현(남대문시장)","30197","31659","20240610",""
"20240607","4호선","서울역","12695","23035","20240610",""
"20240607","4호선","숙대입구(갈월)","15599","14950","20240610",""
"20240607","4호선","삼각지","6705","7943","20240610",""
"20240607","4호선","신용산","19372","20719","20240610",""
"20240607","4호선","이촌(국립중앙박물관)","10477","11207","20240610",""
"20240607","4호선","동작(현충원)","1772","1925","20240610",""
"20240607","4호선","총신대입구(이수)","20978","22677","20240610",""
"20240607","4호선","사당","27672","24749","20240610",""
"20240607","4호선","남태령","1537","1154","20240610",""
"20240607","5호선","방화","7409","7062","20240610",""
"20240607","5호선","개화산","6375","5940","20240610",""
"20240607","5호선","김포공항","9944","7773","20240610",""
"20240607","5호선","송정","7175","6700","20240610",""
"20240607","5호선","마곡","12799","12773","20240610",""
"20240607","5호선","발산","23122","24534","20240610",""
"20240607","5호선","우장산","15999","15637","20240610",""
"20240607","5호선","화곡","30955","28572","20240610",""
"20240607","5호선","까치산","29718","28416","20240610",""
"20240607","5호선","신정(은행정)","13953","11530","20240610",""
"20240607","5호선","목동","17106","18503","20240610",""
"20240607","5호선","오목교(목동운동장앞)","21971","23515","20240610",""
"20240607","5호선","양평","7739","7540","20240610",""
"20240607","5호선","영등포구청","4825","4739","20240610",""
"20240607","5호선","영등포시장","12366","12409","20240610",""
"20240607","5호선","신길","5151","5171","20240610",""
"20240607","5호선","여의도","30308","32637","20240610",""
"20240607","5호선","여의나루","19297","20433","20240610",""
"20240607","5호선","마포","15108","15024","20240610",""
"20240607","5호선","공덕","14345","14977","20240610",""
"20240607","5호선","애오개","7026","6904","20240610",""
"20240607","5호선","충정로(경기대입구)","4786","4907","20240610",""
"20240607","5호선","서대문","19149","19705","20240610",""
"20240607","5호선","광화문(세종문화회관)","34974","36448","20240610",""
"20240607","5호선","종로3가","18100","19385","20240610",""
"20240607","5호선","을지로4가","6994","7207","20240610",""
"20240607","5호선","동대문역사문화공원(DDP)","3106","3543","20240610",""
"20240607","5호선","청구","4230","3980","20240610",""
"20240607","5호선","신금호","6524","6868","20240610",""
"20240607","5호선","행당","8351","7213","20240610",""
"20240607","5호선","왕십리(성동구청)","4713","5507","20240610",""
"20240607","5호선","마장","6408","6041","20240610",""
"20240607","5호선","답십리","16881","15258","20240610",""
"20240607","5호선","장한평","20367","20085","20240610",""
"20240607","5호선","군자(능동)","12130","13405","20240610",""
"20240607","5호선","아차산(어린이대공원후문)","16031","15821","20240610",""
"20240607","5호선","광나루(장신대)","15073","14041","20240610",""
"20240607","5호선","천호(풍납토성)","21147","20868","20240610",""
"20240607","5호선","강동","18480","17839","20240610",""
"20240607","5호선","길동","9072","9277","20240610",""
"20240607","5호선","굽은다리(강동구민회관앞)","10262","9849","20240610",""
"20240607","5호선","명일","9304","9415","20240610",""
"20240607","5호선","고덕","11337","11100","20240610",""
"20240607","5호선","상일동","15035","14076","20240610",""
"20240607","5호선","둔촌동","9547","9599","20240610",""
"20240607","5호선","올림픽공원(한국체대)","6230","4987","20240610",""
"20240607","5호선","오금","3710","3660","20240610",""
"20240607","5호선","개롱","6784","7055","20240610",""
"20240607","5호선","거여","10488","10159","20240610",""
"20240607","5호선","마천","7846","7060","20240610",""
"20240607","5호선","강일","6261","5735","20240610",""
"20240607","5호선","미사","18765","19022","20240610",""
"20240607","5호선","하남풍산","4823","4723","20240610",""
"20240607","5호선","하남시청(덕풍·신장)","9170","8754","20240610",""
"20240607","5호선","하남검단산","7335","6966","20240610",""
"20240607","6호선","응암","19007","18616","20240610",""
"20240607","6호선","역촌","4157","4886","20240610",""
"20240607","6호선","불광","4973","4777","20240610",""
"20240607","6호선","독바위","2877","2844","20240610",""
"20240607","6호선","연신내","2","0","20240610",""
"20240607","6호선","구산","9331","7002","20240610",""
"20240607","6호선","새절(신사)","13617","12407","20240610",""
"20240607","6호선","증산(명지대앞)","10298","10219","20240610",""
"20240607","6호선","디지털미디어시티","14809","15689","20240610",""
"20240607","6호선","월드컵경기장(성산)","5102","5338","20240610",""
"20240607","6호선","마포구청","15495","13809","20240610",""
"20240607","6호선","망원","16854","18060","20240610",""
"20240607","6호선","합정","14566","14369","20240610",""
"20240607","6호선","상수","11783","13757","20240610",""
"20240607","6호선","광흥창(서강)","10154","9771","20240610",""
"20240607","6호선","대흥(서강대앞)","10331","10545","20240610",""
"20240607","6호선","공덕","19265","18643","20240610",""
"20240607","6호선","효창공원앞","7791","7009","20240610",""
"20240607","6호선","삼각지","8797","7645","20240610",""
"20240607","6호선","녹사평(용산구청)","5853","6040","20240610",""
"20240607","6호선","이태원","13389","17214","20240610",""
"20240607","6호선","한강진","11834","13813","20240610",""
"20240607","6호선","버티고개","2294","2298","20240610",""
"20240607","6호선","약수","3933","3901","20240610",""
"20240607","6호선","청구","4114","3995","20240610",""
"20240607","6호선","신당","9196","8478","20240610",""
"20240607","6호선","동묘앞","9593","9373","20240610",""
"20240607","6호선","창신","3516","2925","20240610",""
"20240607","6호선","보문","8317","7680","20240610",""
"20240607","6호선","안암(고대병원앞)","13880","13643","20240610",""
"20240607","6호선","고려대(종암)","9519","8958","20240610",""
"20240607","6호선","월곡(동덕여대)","13186","12571","20240610",""
"20240607","6호선","상월곡(한국과학기술연구원)","6978","6306","20240610",""
"20240607","6호선","돌곶이","10910","9961","20240610",""
"20240607","6호선","석계","13250","13590","20240610",""
"20240607","6호선","태릉입구","6275","6828","20240610",""
"20240607","6호선","화랑대(서울여대입구)","12456","9688","20240610",""
"20240607","6호선","봉화산(서울의료원)","9261","8719","20240610",""
"20240607","6호선","신내","1","0","20240610",""
"20240607","7호선","장암","2791","1313","20240610",""
"20240607","7호선","도봉산","9649","11078","20240610",""
"20240607","7호선","수락산","12907","12769","20240610",""
"20240607","7호선","마들","14109","12866","20240610",""
"20240607","7호선","노원","27628","29182","20240610",""
"20240607","7호선","중계","15011","13597","20240610",""
"20240607","7호선","하계","18484","17386","20240610",""
"20240607","7호선","공릉(서울과학기술대)","13438","13242","20240610",""
"20240607","7호선","태릉입구","9907","9028","20240610",""
"20240607","7호선","먹골","11098","10715","20240610",""
"20240607","7호선","중화","11279","11005","20240610",""
"20240607","7호선","상봉","18597","18191","20240610",""
"20240607","7호선","면목","16775","15990","20240610",""
"20240607","7호선","사가정","17263","17253","20240610",""
"20240607","7호선","용마산(용마폭포공원)","6630","6421","20240610",""
"20240607","7호선","중곡","11183","10554","20240610",""
"20240607","7호선","군자(능동)","16477","12815","20240610",""
"20240607","7호선","어린이대공원(세종대)","19080","19172","20240610",""
"20240607","7호선","건대입구","14585","15133","20240610",""
"20240607","7호선","자양(뚝섬한강공원)","13820","13397","20240610",""
"20240607","7호선","청담","18562","20124","20240610",""
"20240607","7호선","강남구청","16246","18148","20240610",""
"20240607","7호선","학동","22503","23658","20240610",""
"20240607","7호선","논현","18959","19757","20240610",""
"20240607","7호선","반포","7142","6547","20240610",""
"20240607","7호선","고속터미널","19054","15522","20240610",""
"20240607","7호선","내방","15248","15163","20240610",""
"20240607","7호선","이수","17641","17138","20240610",""
"20240607","7호선","남성","12356","11724","20240610",""
"20240607","7호선","숭실대입구(살피재)","16470","15969","20240610",""
"20240607","7호선","상도","13056","12641","20240610",""
"20240607","7호선","장승배기","9677","9456","20240610",""
"20240607","7호선","신대방삼거리","15733","15046","20240610",""
"20240607","7호선","보라매","6625","6898","20240610",""
"20240607","7호선","신풍","11733","10789","20240610",""
"20240607","7호선","대림(구로구청)","9149","9555","20240610",""
"20240607","7호선","남구로","14264","15054","20240610",""
"20240607","7호선","가산디지털단지","39973","39730","20240610",""
"20240607","7호선","철산","22505","22963","20240610",""
"20240607","7호선","광명사거리","21289","21146","20240610",""
"20240607","7호선","천왕","11455","10855","20240610",""
"20240607","7호선","온수(성공회대입구)","10341","9568","20240610",""
"20240607","8호선","암사","19462","17098","20240610",""
"20240607","8호선","천호(풍납토성)","15911","18382","20240610",""
"20240607","8호선","강동구청","11003","11240","20240610",""
"20240607","8호선","몽촌토성(평화의문)","6815","6845","20240610",""
"20240607","8호선","잠실(송파구청)","17253","20292","20240610",""
"20240607","8호선","석촌","8441","9803","20240610",""
"20240607","8호선","송파","9828","9555","20240610",""
"20240607","8호선","가락시장","8315","9061","20240610",""
"20240607","8호선","문정","19807","20524","20240610",""
"20240607","8호선","장지","17561","16091","20240610",""
"20240607","8호선","복정","9985","8678","20240610",""
"20240607","8호선","산성","6500","6556","20240610",""
"20240607","8호선","남한산성입구(성남법원.검찰청)","15145","13621","20240610",""
"20240607","8호선","단대오거리","12904","12124","20240610",""
"20240607","8호선","신흥","5440","5487","20240610",""
"20240607","8호선","수진","5897","5271","20240610",""
"20240607","8호선","모란","5036","4144","20240610",""
"20240607","8호선","남위례","7221","7241","20240610",""
"20240607","9호선","개화","2967","2057","20240610",""
"20240607","9호선","김포공항","7500","10316","20240610",""
"20240607","9호선","공항시장","3221","3376","20240610",""
"20240607","9호선","신방화","7274","7023","20240610",""
"20240607","9호선","마곡나루(서울식물원)","13816","13583","20240610",""
"20240607","9호선","양천향교","10306","10329","20240610",""
"20240607","9호선","가양","23222","22656","20240610",""
"20240607","9호선","증미","7840","7425","20240610",""
"20240607","9호선","등촌","12904","12191","20240610",""
"20240607","9호선","염창","18242","17387","20240610",""
"20240607","9호선","신목동","4865","4252","20240610",""
"20240607","9호선","선유도","8392","7810","20240610",""
"20240607","9호선","당산","20009","19518","20240610",""
"20240607","9호선","국회의사당","16908","17537","20240610",""
"20240607","9호선","여의도","32041","30864","20240610",""
"20240607","9호선","샛강","6853","6735","20240610",""
"20240607","9호선","노량진","27247","26874","20240610",""
"20240607","9호선","노들","5411","4522","20240610",""
"20240607","9호선","흑석(중앙대입구)","10485","10469","20240610",""
"20240607","9호선","동작(현충원)","2421","2148","20240610",""
"20240607","9호선","구반포","1278","1267","20240610",""
"20240607","9호선","신반포","4423","4358","20240610",""
"20240607","9호선","고속터미널","17254","24402","20240610",""
"20240607","9호선","사평","4188","4012","20240610",""
"20240607","9호선","신논현","32863","32928","20240610",""
"20240607","9호선2~3단계","언주","11130","11070","20240610",""
"20240607","9호선2~3단계","선정릉","9392","10270","20240610",""
"20240607","9호선2~3단계","삼성중앙","7482","7681","20240610",""
"20240607","9호선2~3단계","봉은사","19504","20253","20240610",""
"20240607","9호선2~3단계","종합운동장","4839","5246","20240610",""
"20240607","9호선2~3단계","삼전","8156","7399","20240610",""
"20240607","9호선2~3단계","석촌고분","7410","7159","20240610",""
"20240607","9호선2~3단계","석촌","10041","8913","20240610",""
"20240607","9호선2~3단계","송파나루","5794","6171","20240610",""
"20240607","9호선2~3단계","한성백제","2990","2665","20240610",""
"20240607","9호선2~3단계","올림픽공원(한국체대)","5754","6432","20240610",""
"20240607","9호선2~3단계","둔촌오륜","1191","1228","20240610",""
"20240607","9호선2~3단계","중앙보훈병원","11700","10304","20240610",""
"20240607","경강선","판교","5714","5462","20240610",""
"20240607","경강선","이매","1105","996","20240610",""
"20240607","경강선","삼동","2596","2376","20240610",""
"20240607","경강선","경기광주","8307","7888","20240610",""
"20240607","경강선","초월","3611","3359","20240610",""
"20240607","경강선","곤지암","2558","2411","20240610",""
"20240607","경강선","신둔도예촌","1638","1551","20240610",""
"20240607","경강선","이천","3405","3736","20240610",""
"20240607","경강선","부발","2617","2352","20240610",""
"20240607","경강선","세종대왕릉","432","431","20240610",""
"20240607","경강선","여주","3109","3203","20240610",""
"20240607","경강선","성남","948","833","20240610",""
"20240607","경부선","서울역","11650","3919","20240610",""
"20240607","경부선","남영","9589","10137","20240610",""
"20240607","경부선","용산","45037","46292","20240610",""
"20240607","경부선","노량진","9211","8892","20240610",""
"20240607","경부선","대방","10797","11777","20240610",""
"20240607","경부선","영등포","45546","46534","20240610",""
"20240607","경부선","신도림","4176","4504","20240610",""
"20240607","경부선","신길","9182","7856","20240610",""
"20240607","경부선","구로","18264","18704","20240610",""
"20240607","일산선","백석","10876","11072","20240610",""
"20240607","경부선","가산디지털단지","15997","18376","20240610",""
"20240607","경부선","금천구청","12012","12181","20240610",""
"20240607","경부선","석수","9039","8311","20240610",""
"20240607","경부선","관악","7592","7290","20240610",""
"20240607","경부선","안양","26001","26071","20240610",""
"20240607","경부선","명학","8784","8609","20240610",""
"20240607","경부선","금정","28336","28870","20240610",""
"20240607","경부선","군포","7071","6917","20240610",""
"20240607","경부선","의왕","9613","9310","20240610",""
"20240607","경부선","성균관대","16417","16311","20240610",""
"20240607","경부선","화서","13531","13245","20240610",""
"20240607","경부선","수원","42410","45444","20240610",""
"20240607","경부선","독산","17644","17672","20240610",""
"20240607","경부선","세류","3821","3579","20240610",""
"20240607","경부선","병점","17024","16866","20240610",""
"20240607","경부선","세마","3579","3219","20240610",""
"20240607","경부선","오산대","4373","4106","20240610",""
"20240607","경부선","오산","11721","11436","20240610",""
"20240607","경부선","진위","1668","1483","20240610",""
"20240607","경부선","송탄","5591","5159","20240610",""
"20240607","경부선","서정리","9914","8657","20240610",""
"20240607","경부선","평택지제","4904","4888","20240610",""
"20240607","경부선","평택","15614","14948","20240610",""
"20240607","경부선","성환","5291","4857","20240610",""
"20240607","경부선","직산","1105","1048","20240610",""
"20240607","경부선","두정","9017","8597","20240610",""
"20240607","경부선","천안","8053","7607","20240610",""
"20240607","경부선","당정","7003","6529","20240610",""
"20240607","경부선","서동탄","1630","1448","20240610",""
"20240607","경부선","광명","4071","3657","20240610",""
"20240607","경원선","이촌(국립중앙박물관)","4446","3505","20240610",""
"20240607","경원선","서빙고","2355","2123","20240610",""
"20240607","경원선","한남","4087","4102","20240610",""
"20240607","경원선","옥수","63","35","20240610",""
"20240607","경원선","응봉","1996","1655","20240610",""
"20240607","경원선","왕십리(성동구청)","18221","17807","20240610",""
"20240607","경원선","청량리(서울시립대입구)","19192","20250","20240610",""
"20240607","경원선","외대앞","11471","10998","20240610",""
"20240607","경원선","신이문","9095","8194","20240610",""
"20240607","경원선","석계","8027","9006","20240610",""
"20240607","경원선","광운대","9352","8940","20240610",""
"20240607","경원선","월계","8038","7285","20240610",""
"20240607","경원선","녹천","4760","3878","20240610",""
"20240607","경원선","창동","10","0","20240610",""
"20240607","경원선","방학","10879","10573","20240610",""
"20240607","경원선","도봉","6467","6109","20240610",""
"20240607","경원선","도봉산","8279","5406","20240610",""
"20240607","경원선","망월사","8569","8603","20240610",""
"20240607","경원선","회룡","14102","13781","20240610",""
"20240607","경원선","의정부","20885","21308","20240610",""
"20240607","경원선","가능","6981","6802","20240610",""
"20240607","경원선","녹양","4772","4506","20240610",""
"20240607","경원선","양주","8311","7938","20240610",""
"20240607","경원선","덕계","6612","5946","20240610",""
"20240607","경원선","덕정","7312","6809","20240610",""
"20240607","경원선","지행","7615","7721","20240610",""
"20240607","경원선","동두천중앙","3452","3319","20240610",""
"20240607","경원선","보산","1992","1680","20240610",""
"20240607","경원선","동두천","2225","1934","20240610",""
"20240607","경원선","소요산","2124","2075","20240610",""
"20240607","경원선","청산","155","131","20240610",""
"20240607","경원선","전곡","1382","1286","20240610",""
"20240607","경원선","연천","1610","1747","20240610",""
"20240607","경의선","서울역","4853","6337","20240610",""
"20240607","경의선","신촌","1042","1361","20240610",""
"20240607","경의선","효창공원앞","3365","3717","20240610",""
"20240607","경의선","공덕","4318","3620","20240610",""
"20240607","경의선","서강대","2583","2514","20240610",""
"20240607","경의선","홍대입구","2513","3155","20240610",""
"20240607","경의선","가좌","6457","6043","20240610",""
"20240607","경의선","디지털미디어시티","3029","2859","20240610",""
"20240607","경의선","수색","3548","3508","20240610",""
"20240607","경의선","한국항공대","3370","3080","20240610",""
"20240607","경의선","강매","3411","2793","20240610",""
"20240607","경의선","행신","8485","8503","20240610",""
"20240607","경의선","능곡","4993","4769","20240610",""
"20240607","경의선","곡산","719","765","20240610",""
"20240607","경의선","백마","8070","7931","20240610",""
"20240607","경의선","풍산","6529","6315","20240610",""
"20240607","경의선","일산","11513","11142","20240610",""
"20240607","경의선","탄현","8469","8138","20240610",""
"20240607","경의선","야당","9620","10321","20240610",""
"20240607","경의선","운정","8413","7841","20240610",""
"20240607","경의선","금릉","6146","5955","20240610",""
"20240607","경의선","금촌","7446","7209","20240610",""
"20240607","경의선","월롱","2126","1701","20240610",""
"20240607","경의선","파주","1629","1084","20240610",""
"20240607","경의선","문산","6223","5932","20240610",""
"20240607","경의선","임진강","21","22","20240610",""
"20240607","경의선","운천","8","3","20240610",""
"20240607","경의선","김포공항","1","0","20240610",""
"20240607","경인선","개봉","23040","22448","20240610",""
"20240607","경인선","오류동","12344","11465","20240610",""
"20240607","경인선","역곡","29037","28576","20240610",""
"20240607","경인선","부천","33076","33726","20240610",""
"20240607","경인선","송내","28101","27827","20240610",""
"20240607","경인선","부평","31443","34570","20240610",""
"20240607","경인선","백운","8049","7777","20240610",""
"20240607","경인선","동암","16727","16723","20240610",""
"20240607","경인선","주안","20349","18378","20240610",""
"20240607","경인선","제물포","11564","10982","20240610",""
"20240607","경인선","동인천","15163","14204","20240610",""
"20240607","일산선","마두","8692","8957","20240610",""
"20240607","2호선","용답","3236","3245","20240610",""
"20240607","경인선","인천","5001","4100","20240610",""
"20240607","중앙선","지평","141","207","20240610",""
"20240607","중앙선","용문","2375","2459","20240610",""
"20240607","중앙선","원덕","453","432","20240610",""
"20240607","중앙선","양평","3506","3746","20240610",""
"20240607","중앙선","오빈","360","363","20240610",""
"20240607","중앙선","아신","613","617","20240610",""
"20240607","중앙선","국수","770","734","20240610",""
"20240607","중앙선","신원","246","219","20240610",""
"20240607","중앙선","양수","2242","2218","20240610",""
"20240607","중앙선","운길산","867","810","20240610",""
"20240607","중앙선","팔당","982","1007","20240610",""
"20240607","중앙선","도심","2530","2032","20240610",""
"20240607","중앙선","덕소","5856","5797","20240610",""
"20240607","중앙선","양정","660","551","20240610",""
"20240607","중앙선","도농","11566","10718","20240610",""
"20240607","중앙선","구리","14020","14334","20240610",""
"20240607","중앙선","양원","3078","2969","20240610",""
"20240607","중앙선","망우","8347","8076","20240610",""
"20240607","중앙선","상봉","6432","6328","20240610",""
"20240607","중앙선","중랑","6004","5777","20240610",""
"20240607","중앙선","회기","28961","26714","20240610",""
"20240607","장항선","신창(순천향대)","2757","2234","20240610",""
"20240607","장항선","온양온천","5228","5326","20240610",""
"20240607","장항선","배방","1585","1505","20240610",""
"20240607","장항선","탕정","2155","1817","20240610",""
"20240607","장항선","아산","4822","4596","20240610",""
"20240607","장항선","쌍용(나사렛대)","3189","2861","20240610",""
"20240607","장항선","봉명","1404","1384","20240610",""
"20240607","일산선","대화","13920","10933","20240610",""
"20240607","일산선","주엽","10729","11084","20240610",""
"20240607","일산선","정발산","8503","8717","20240610",""
"20240607","경인선","구일","12774","13573","20240610",""
"20240607","경인선","소사","8082","7732","20240610",""
"20240607","경인선","부개","9164","8536","20240610",""
"20240607","경인선","간석","6461","6005","20240610",""
"20240607","경인선","도원","3395","3486","20240610",""
"20240607","경인선","온수(성공회대입구)","7114","6649","20240610",""
"20240607","경인선","중동","9879","9164","20240610",""
"20240607","경인선","도화","4660","4234","20240610",""
"20240607","경춘선","신내","2756","2527","20240610",""
"20240607","경춘선","갈매","3168","2819","20240610",""
"20240607","경춘선","별내","3651","3479","20240610",""
"20240607","경춘선","퇴계원","3777","3590","20240610",""
"20240607","경춘선","사릉","2410","2355","20240610",""
"20240607","경춘선","금곡","1600","1571","20240610",""
"20240607","경춘선","평내호평","6627","6498","20240610",""
"20240607","경춘선","천마산","1766","1573","20240610",""
"20240607","경춘선","마석","4227","4199","20240610",""
"20240607","경춘선","대성리","722","781","20240610",""
"20240607","경춘선","청평","2175","2200","20240610",""
"20240607","경춘선","상천","389","368","20240610",""
"20240607","경춘선","가평","2922","2942","20240610",""
"20240607","경춘선","굴봉산","186","169","20240610",""
"20240607","경춘선","백양리","107","90","20240610",""
"20240607","경춘선","강촌","549","546","20240610",""
"20240607","경춘선","김유정","548","643","20240610",""
"20240607","경춘선","남춘천","4101","3865","20240610",""
"20240607","경춘선","춘천","2363","1912","20240610",""
"20240607","공항철도 1호선","서울역","15061","13794","20240610",""
"20240607","공항철도 1호선","공덕","3108","4095","20240610",""
"20240607","공항철도 1호선","홍대입구","16790","16267","20240610",""
"20240607","공항철도 1호선","디지털미디어시티","13530","12745","20240610",""
"20240607","공항철도 1호선","마곡나루(서울식물원)","10470","10051","20240610",""
"20240607","공항철도 1호선","김포공항","10764","5575","20240610",""
"20240607","공항철도 1호선","계양","13791","12903","20240610",""
"20240607","공항철도 1호선","검암","6691","6809","20240610",""
"20240607","공항철도 1호선","청라국제도시","7983","7293","20240610",""
"20240607","공항철도 1호선","운서","10382","10809","20240610",""
"20240607","공항철도 1호선","공항화물청사","2143","2287","20240610",""
"20240607","공항철도 1호선","인천공항1터미널","17602","15255","20240610",""
"20240607","공항철도 1호선","인천공항2터미널","8030","6048","20240610",""
"20240607","공항철도 1호선","영종","4511","4679","20240610",""
"20240607","과천선","선바위","7959","6866","20240610",""
"20240607","과천선","경마공원","7616","7690","20240610",""
"20240607","과천선","대공원","7156","7579","20240610",""
"20240607","과천선","과천","6956","6365","20240610",""
"20240607","과천선","정부과천청사","11716","11734","20240610",""
"20240607","과천선","인덕원","25866","26394","20240610",""
"20240607","과천선","평촌","17315","16593","20240610",""
"20240607","과천선","범계","28846","29446","20240610",""
"20240607","분당선","선릉","12554","19283","20240610",""
"20240607","분당선","한티","16042","17252","20240610",""
"20240607","분당선","도곡","7935","7595","20240610",""
"20240607","분당선","구룡","3953","3743","20240610",""
"20240607","분당선","개포동","4762","4881","20240610",""
"20240607","분당선","대모산입구","6188","5777","20240610",""
"20240607","분당선","수서","16524","17703","20240610",""
"20240607","분당선","복정","9","0","20240610",""
"20240607","분당선","수원","9065","8422","20240610",""
"20240607","분당선","서울숲","14453","14575","20240610",""
"20240607","분당선","압구정로데오","20950","24111","20240610",""
"20240607","분당선","강남구청","9615","11093","20240610",""
"20240607","분당선","선정릉","7200","7707","20240610",""
"20240607","분당선","가천대","12081","11906","20240610",""
"20240607","분당선","태평","14160","13551","20240610",""
"20240607","분당선","모란","21088","21571","20240610",""
"20240607","분당선","야탑","26480","27817","20240610",""
"20240607","분당선","서현","26139","26522","20240610",""
"20240607","분당선","수내","13844","13946","20240610",""
"20240607","분당선","정자","18063","18876","20240610",""
"20240607","분당선","미금","16645","17163","20240610",""
"20240607","분당선","오리","11985","10100","20240610",""
"20240607","분당선","이매","5695","5541","20240610",""
"20240607","분당선","보정","2881","2536","20240610",""
"20240607","분당선","죽전","14851","15955","20240610",""
"20240607","분당선","구성","5314","5570","20240610",""
"20240607","분당선","신갈","5069","4958","20240610",""
"20240607","분당선","기흥","11029","10316","20240610",""
"20240607","분당선","상갈","5776","5487","20240610",""
"20240607","분당선","청명","4751","4584","20240610",""
"20240607","분당선","영통","9981","9885","20240610",""
"20240607","분당선","망포","15685","14662","20240610",""
"20240607","분당선","매탄권선","5632","5453","20240610",""
"20240607","분당선","수원시청","14778","16484","20240610",""
"20240607","분당선","매교","5238","5188","20240610",""
"20240607","서해선","김포공항","3188","3778","20240610",""
"20240607","서해선","원종","5145","5133","20240610",""
"20240607","서해선","부천종합운동장","2639","2191","20240610",""
"20240607","수인선","고색","5385","5088","20240610",""
"20240607","수인선","오목천","5306","4335","20240610",""
"20240607","수인선","어천","1530","1345","20240610",""
"20240607","수인선","야목","464","381","20240610",""
"20240607","수인선","사리","5666","4945","20240610",""
"20240607","수인선","달월","128","71","20240610",""
"20240607","수인선","월곶","3137","2925","20240610",""
"20240607","수인선","소래포구","6557","6366","20240610",""
"20240607","수인선","인천논현","6180","6602","20240610",""
"20240607","수인선","호구포","4113","4092","20240610",""
"20240607","수인선","남동인더스파크","2207","2457","20240610",""
"20240607","수인선","원인재","4857","4951","20240610",""
"20240607","수인선","연수","5435","5481","20240610",""
"20240607","수인선","송도","2804","2540","20240610",""
"20240607","수인선","인하대","8188","7510","20240610",""
"20240607","수인선","숭의","4576","4160","20240610",""
"20240607","수인선","신포","2155","2128","20240610",""
"20240607","수인선","인천","1423","2205","20240610",""
"20240607","신림선","샛강","3011","3517","20240610",""
"20240607","신림선","대방","3305","2578","20240610",""
"20240607","신림선","서울지방병무청","3059","3268","20240610",""
"20240607","신림선","보라매","4214","3778","20240610",""
"20240607","신림선","보라매공원","2331","2520","20240610",""
"20240607","신림선","보라매병원","7510","7769","20240610",""
"20240607","신림선","당곡","5026","4842","20240610",""
"20240607","신림선","신림","2077","2711","20240610",""
"20240607","신림선","서원","3722","3154","20240610",""
"20240607","신림선","서울대벤처타운","10217","9307","20240610",""
"20240607","신림선","관악산(서울대)","3701","3614","20240610",""
"20240607","안산선","산본","18058","19226","20240610",""
"20240607","안산선","대야미","5402","4719","20240610",""
"20240607","안산선","반월","4666","4540","20240610",""
"20240607","안산선","상록수","15603","15814","20240610",""
"20240607","안산선","한대앞","11260","11197","20240610",""
"20240607","안산선","중앙","20506","21956","20240610",""
"20240607","안산선","고잔","10014","9538","20240610",""
"20240607","안산선","초지","5273","5286","20240610",""
"20240607","안산선","안산","12918","12347","20240610",""
"20240607","안산선","신길온천","2243","1992","20240610",""
"20240607","안산선","정왕","11631","11435","20240610",""
"20240607","안산선","오이도","8893","8797","20240610",""
"20240607","안산선","수리산","4267","3519","20240610",""
"20240607","우이신설선","북한산우이","3544","3300","20240610",""
"20240607","우이신설선","솔밭공원","2895","2730","20240610",""
"20240607","우이신설선","4.19민주묘지","3928","3677","20240610",""
"20240607","우이신설선","가오리","4656","4535","20240610",""
"20240607","우이신설선","화계","3881","3646","20240610",""
"20240607","우이신설선","삼양","2296","2397","20240610",""
"20240607","우이신설선","삼양사거리","2930","2925","20240610",""
"20240607","우이신설선","솔샘","6145","5721","20240610",""
"20240607","우이신설선","북한산보국문","6738","6318","20240610",""
"20240607","우이신설선","정릉","5149","4575","20240610",""
"20240607","우이신설선","성신여대입구(돈암)","4032","4586","20240610",""
"20240607","우이신설선","보문","1794","1755","20240610",""
"20240607","우이신설선","신설동","2529","2392","20240610",""
"20240607","일산선","원흥","12632","11895","20240610",""
"20240607","일산선","삼송","20289","19225","20240610",""
"20240607","일산선","원당","12104","11400","20240610",""
"20240607","일산선","화정","18530","19338","20240610",""
"20240607","일산선","대곡","3183","2414","20240610",""
"20240607","1호선","동대문","13114","12572","20240610",""
"20240607","1호선","신설동","15195","14543","20240610",""
"20240607","1호선","제기동","18119","18347","20240610",""
"20240607","1호선","청량리(서울시립대입구)","25325","24993","20240610",""
"20240607","1호선","동묘앞","10410","10603","20240610",""
"20240607","2호선","시청","27613","26053","20240610",""
"20240607","2호선","을지로입구","50966","51721","20240610",""
"20240607","2호선","을지로3가","26193","26476","20240610",""
"20240607","2호선","을지로4가","15410","15702","20240610",""
"20240607","2호선","동대문역사문화공원(DDP)","17142","19101","20240610",""
"20240607","2호선","신당","15770","16616","20240610",""
"20240607","2호선","상왕십리","14917","14599","20240610",""
"20240607","2호선","왕십리(성동구청)","16745","15221","20240610",""
