"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240617","3호선","동대입구","9742","10667","20240620",""
"20240617","3호선","약수","14100","13651","20240620",""
"20240617","3호선","금호","8649","8124","20240620",""
"20240617","3호선","옥수","9727","10052","20240620",""
"20240617","3호선","압구정","34598","36818","20240620",""
"20240617","3호선","신사","30324","31383","20240620",""
"20240617","3호선","잠원","5716","5432","20240620",""
"20240617","3호선","고속터미널","40423","36845","20240620",""
"20240617","3호선","교대(법원.검찰청)","19162","11487","20240620",""
"20240617","3호선","남부터미널(예술의전당)","31648","32299","20240620",""
"20240617","3호선","양재(서초구청)","40867","44687","20240620",""
"20240617","3호선","매봉","14439","13866","20240620",""
"20240617","3호선","도곡","6806","6800","20240620",""
"20240617","3호선","대치","13523","13362","20240620",""
"20240617","3호선","학여울","2145","2167","20240620",""
"20240617","3호선","대청","12264","11663","20240620",""
"20240617","3호선","일원","12928","12697","20240620",""
"20240617","3호선","수서","19728","19946","20240620",""
"20240617","3호선","가락시장","10195","9905","20240620",""
"20240617","3호선","경찰병원","8661","8707","20240620",""
"20240617","3호선","오금","7469","6542","20240620",""
"20240617","4호선","당고개","10295","8626","20240620",""
"20240617","4호선","상계","20991","19424","20240620",""
"20240617","4호선","노원","30953","33880","20240620",""
"20240617","4호선","창동","28152","29508","20240620",""
"20240617","4호선","쌍문","31439","29290","20240620",""
"20240617","4호선","수유(강북구청)","35892","36140","20240620",""
"20240617","4호선","미아(서울사이버대학)","17228","16903","20240620",""
"20240617","4호선","미아사거리","28075","27806","20240620",""
"20240617","4호선","길음","23265","23121","20240620",""
"20240617","4호선","성신여대입구(돈암)","23830","23052","20240620",""
"20240617","4호선","한성대입구(삼선교)","14876","14432","20240620",""
"20240617","4호선","혜화","31580","31951","20240620",""
"20240617","4호선","동대문","22134","22722","20240620",""
"20240617","4호선","동대문역사문화공원(DDP)","20035","17901","20240620",""
"20240617","4호선","충무로","34110","34758","20240620",""
"20240617","4호선","명동","36239","38213","20240620",""
"20240617","4호선","회현(남대문시장)","31003","32571","20240620",""
"20240617","4호선","서울역","14271","22358","20240620",""
"20240617","4호선","숙대입구(갈월)","15908","15343","20240620",""
"20240617","4호선","삼각지","6089","6847","20240620",""
"20240617","4호선","신용산","20934","22277","20240620",""
"20240617","4호선","이촌(국립중앙박물관)","8403","9374","20240620",""
"20240617","4호선","동작(현충원)","1704","1828","20240620",""
"20240617","4호선","총신대입구(이수)","20950","22277","20240620",""
"20240617","4호선","사당","27009","23874","20240620",""
"20240617","4호선","남태령","1526","1326","20240620",""
"20240617","5호선","방화","7870","7431","20240620",""
"20240617","5호선","개화산","6700","6446","20240620",""
"20240617","5호선","김포공항","10194","7715","20240620",""
"20240617","5호선","송정","7047","6680","20240620",""
"20240617","5호선","마곡","13739","13709","20240620",""
"20240617","5호선","발산","24898","25571","20240620",""
"20240617","5호선","우장산","16471","16299","20240620",""
"20240617","5호선","화곡","31238","29188","20240620",""
"20240617","5호선","까치산","30148","29135","20240620",""
"20240617","5호선","신정(은행정)","14727","12000","20240620",""
"20240617","5호선","목동","17988","19782","20240620",""
"20240617","5호선","오목교(목동운동장앞)","22726","24260","20240620",""
"20240617","5호선","양평","8715","8618","20240620",""
"20240617","5호선","영등포구청","5323","5166","20240620",""
"20240617","5호선","영등포시장","12268","12285","20240620",""
"20240617","5호선","신길","5342","5467","20240620",""
"20240617","5호선","여의도","30990","33711","20240620",""
"20240617","5호선","여의나루","13835","14235","20240620",""
"20240617","5호선","마포","16534","16754","20240620",""
"20240617","5호선","공덕","16390","17147","20240620",""
"20240617","5호선","애오개","7785","7748","20240620",""
"20240617","5호선","충정로(경기대입구)","5212","5383","20240620",""
"20240617","5호선","서대문","22934","23061","20240620",""
"20240617","5호선","광화문(세종문화회관)","36092","38545","20240620",""
"20240617","5호선","종로3가","15552","16538","20240620",""
"20240617","5호선","을지로4가","7506","7346","20240620",""
"20240617","5호선","동대문역사문화공원(DDP)","3646","4072","20240620",""
"20240617","5호선","청구","4333","3997","20240620",""
"20240617","5호선","신금호","7182","7552","20240620",""
"20240617","5호선","행당","8844","7957","20240620",""
"20240617","5호선","왕십리(성동구청)","4917","5416","20240620",""
"20240617","5호선","마장","6520","6028","20240620",""
"20240617","5호선","답십리","17427","15975","20240620",""
"20240617","5호선","장한평","20917","20838","20240620",""
"20240617","5호선","군자(능동)","12105","13196","20240620",""
"20240617","5호선","아차산(어린이대공원후문)","15457","15003","20240620",""
"20240617","5호선","광나루(장신대)","14524","13568","20240620",""
"20240617","5호선","천호(풍납토성)","18887","19055","20240620",""
"20240617","5호선","강동","19718","19257","20240620",""
"20240617","5호선","길동","8967","9222","20240620",""
"20240617","5호선","굽은다리(강동구민회관앞)","10590","10238","20240620",""
"20240617","5호선","명일","9759","9956","20240620",""
"20240617","5호선","고덕","12194","11877","20240620",""
"20240617","5호선","상일동","16428","15468","20240620",""
"20240617","5호선","둔촌동","9615","9598","20240620",""
"20240617","5호선","올림픽공원(한국체대)","6204","5043","20240620",""
"20240617","5호선","방이","7769","7981","20240620",""
"20240617","5호선","오금","4230","4290","20240620",""
"20240617","5호선","개롱","7297","7597","20240620",""
"20240617","5호선","거여","11379","11190","20240620",""
"20240617","5호선","마천","8507","7511","20240620",""
"20240617","5호선","강일","6803","6299","20240620",""
"20240617","5호선","미사","18862","19138","20240620",""
"20240617","5호선","하남풍산","4889","4771","20240620",""
"20240617","5호선","하남시청(덕풍·신장)","9129","8674","20240620",""
"20240617","5호선","하남검단산","6870","6404","20240620",""
"20240617","6호선","역촌","4103","4916","20240620",""
"20240617","6호선","불광","4976","4786","20240620",""
"20240617","6호선","독바위","3160","3200","20240620",""
"20240617","6호선","연신내","3","0","20240620",""
"20240617","6호선","구산","9063","7032","20240620",""
"20240617","6호선","새절(신사)","14036","12980","20240620",""
"20240617","6호선","증산(명지대앞)","10627","10611","20240620",""
"20240617","6호선","디지털미디어시티","16437","17905","20240620",""
"20240617","6호선","월드컵경기장(성산)","4342","4416","20240620",""
"20240617","6호선","마포구청","15816","14352","20240620",""
"20240617","6호선","망원","15421","16232","20240620",""
"20240617","6호선","합정","13786","13258","20240620",""
"20240617","6호선","상수","10076","10897","20240620",""
"20240617","6호선","광흥창(서강)","10617","10142","20240620",""
"20240617","6호선","대흥(서강대앞)","10536","11108","20240620",""
"20240617","6호선","공덕","21712","21104","20240620",""
"20240617","6호선","효창공원앞","8167","7505","20240620",""
"20240617","6호선","삼각지","7481","6636","20240620",""
"20240617","6호선","녹사평(용산구청)","5237","5126","20240620",""
"20240617","6호선","이태원","11942","12155","20240620",""
"20240617","6호선","한강진","9046","10501","20240620",""
"20240617","6호선","버티고개","2374","2397","20240620",""
"20240617","6호선","약수","4133","3973","20240620",""
"20240617","6호선","청구","4369","4351","20240620",""
"20240617","6호선","신당","9018","9321","20240620",""
"20240617","6호선","동묘앞","8670","8949","20240620",""
"20240617","6호선","창신","4030","3355","20240620",""
"20240617","6호선","보문","8486","7837","20240620",""
"20240617","6호선","안암(고대병원앞)","14704","15441","20240620",""
"20240617","6호선","고려대(종암)","10077","9730","20240620",""
"20240617","6호선","월곡(동덕여대)","13577","13156","20240620",""
"20240617","6호선","상월곡(한국과학기술연구원)","7328","6870","20240620",""
"20240617","6호선","돌곶이","11404","10574","20240620",""
"20240617","6호선","석계","13651","14090","20240620",""
"20240617","6호선","태릉입구","5997","6918","20240620",""
"20240617","6호선","화랑대(서울여대입구)","13357","10509","20240620",""
"20240617","6호선","봉화산(서울의료원)","10051","9444","20240620",""
"20240617","6호선","신내","2","0","20240620",""
"20240617","7호선","장암","3081","1154","20240620",""
"20240617","7호선","도봉산","10423","11692","20240620",""
"20240617","7호선","수락산","13317","13129","20240620",""
"20240617","7호선","마들","14388","13611","20240620",""
"20240617","7호선","노원","26565","27767","20240620",""
"20240617","7호선","중계","16330","15169","20240620",""
"20240617","7호선","하계","20213","18995","20240620",""
"20240617","7호선","공릉(서울과학기술대)","12923","12973","20240620",""
"20240617","7호선","태릉입구","9552","9154","20240620",""
"20240617","7호선","먹골","11084","11027","20240620",""
"20240617","7호선","중화","11542","11494","20240620",""
"20240617","7호선","상봉","18389","17564","20240620",""
"20240617","7호선","면목","17348","16849","20240620",""
"20240617","7호선","사가정","17569","17825","20240620",""
"20240617","7호선","용마산(용마폭포공원)","6465","6285","20240620",""
"20240617","7호선","중곡","12024","11337","20240620",""
"20240617","7호선","군자(능동)","16528","13287","20240620",""
"20240617","7호선","어린이대공원(세종대)","18978","19736","20240620",""
"20240617","7호선","건대입구","15128","15116","20240620",""
"20240617","7호선","자양(뚝섬한강공원)","10277","10044","20240620",""
"20240617","7호선","청담","21351","23106","20240620",""
"20240617","7호선","강남구청","17675","19327","20240620",""
"20240617","7호선","학동","26640","27823","20240620",""
"20240617","7호선","논현","20925","21162","20240620",""
"20240617","7호선","반포","7121","6820","20240620",""
"20240617","7호선","고속터미널","17213","14817","20240620",""
"20240617","7호선","내방","16576","16550","20240620",""
"20240617","7호선","이수","17829","17409","20240620",""
"20240617","7호선","남성","12924","12470","20240620",""
"20240617","7호선","숭실대입구(살피재)","14984","15292","20240620",""
"20240617","7호선","상도","13878","13877","20240620",""
"20240617","7호선","장승배기","10215","9959","20240620",""
"20240617","7호선","신대방삼거리","16520","16034","20240620",""
"20240617","7호선","보라매","7584","7916","20240620",""
"20240617","7호선","신풍","12347","11548","20240620",""
"20240617","7호선","대림(구로구청)","9352","9404","20240620",""
"20240617","7호선","남구로","16731","17303","20240620",""
"20240617","7호선","가산디지털단지","51487","51995","20240620",""
"20240617","7호선","철산","23605","23679","20240620",""
"20240617","7호선","광명사거리","21774","21427","20240620",""
"20240617","7호선","천왕","12996","12608","20240620",""
"20240617","7호선","온수(성공회대입구)","11515","10675","20240620",""
"20240617","8호선","암사","20581","18287","20240620",""
"20240617","8호선","천호(풍납토성)","15582","17924","20240620",""
"20240617","8호선","강동구청","11599","12017","20240620",""
"20240617","8호선","몽촌토성(평화의문)","7354","7471","20240620",""
"20240617","8호선","잠실(송파구청)","16583","19261","20240620",""
"20240617","8호선","석촌","8718","9758","20240620",""
"20240617","8호선","송파","10262","10142","20240620",""
"20240617","8호선","가락시장","8491","9367","20240620",""
"20240617","8호선","문정","25169","26550","20240620",""
"20240617","8호선","장지","18357","17240","20240620",""
"20240617","8호선","복정","10451","8995","20240620",""
"20240617","8호선","산성","6994","7175","20240620",""
"20240617","8호선","남한산성입구(성남법원.검찰청)","15500","14399","20240620",""
"20240617","8호선","단대오거리","13604","13036","20240620",""
"20240617","8호선","신흥","5488","5660","20240620",""
"20240617","8호선","수진","5999","5448","20240620",""
"20240617","8호선","모란","5125","3925","20240620",""
"20240617","8호선","남위례","8198","8290","20240620",""
"20240617","9호선","개화","3324","2197","20240620",""
"20240617","9호선","김포공항","7441","10515","20240620",""
"20240617","9호선","공항시장","3386","3629","20240620",""
"20240617","9호선","신방화","7796","7674","20240620",""
"20240617","9호선","마곡나루(서울식물원)","14615","14665","20240620",""
"20240617","9호선","양천향교","11154","11501","20240620",""
"20240617","9호선","가양","24285","23990","20240620",""
"20240617","9호선","증미","9262","9075","20240620",""
"20240617","9호선","등촌","13867","13134","20240620",""
"20240617","9호선","염창","19337","18733","20240620",""
"20240617","9호선","신목동","5094","4604","20240620",""
"20240617","9호선","선유도","9913","9355","20240620",""
"20240617","9호선","당산","20839","20794","20240620",""
"20240617","9호선","국회의사당","18540","19372","20240620",""
"20240617","9호선","여의도","32356","31917","20240620",""
"20240617","9호선","샛강","7497","7793","20240620",""
"20240617","9호선","노량진","26659","26292","20240620",""
"20240617","9호선","노들","5282","4402","20240620",""
"20240617","9호선","흑석(중앙대입구)","11101","11219","20240620",""
"20240617","9호선","동작(현충원)","1894","1628","20240620",""
"20240617","9호선","구반포","1398","1366","20240620",""
"20240617","9호선","신반포","4461","4353","20240620",""
"20240617","9호선","고속터미널","14930","19062","20240620",""
"20240617","9호선","사평","4418","4266","20240620",""
"20240617","9호선","신논현","32591","31815","20240620",""
"20240617","9호선2~3단계","언주","12838","13272","20240620",""
"20240617","9호선2~3단계","선정릉","11166","12197","20240620",""
"20240617","9호선2~3단계","삼성중앙","9067","9386","20240620",""
"20240617","9호선2~3단계","봉은사","20962","21864","20240620",""
"20240617","9호선2~3단계","종합운동장","5158","5091","20240620",""
"20240617","9호선2~3단계","삼전","8613","8198","20240620",""
"20240617","9호선2~3단계","석촌고분","7642","7451","20240620",""
"20240617","9호선2~3단계","석촌","10305","9149","20240620",""
"20240617","9호선2~3단계","송파나루","5812","6085","20240620",""
"20240617","9호선2~3단계","한성백제","3352","2944","20240620",""
"20240617","9호선2~3단계","올림픽공원(한국체대)","6052","6416","20240620",""
"20240617","9호선2~3단계","둔촌오륜","1479","1431","20240620",""
"20240617","9호선2~3단계","중앙보훈병원","13692","12063","20240620",""
"20240617","경강선","판교","6244","6138","20240620",""
"20240617","경강선","이매","1188","1094","20240620",""
"20240617","경강선","삼동","2794","2619","20240620",""
"20240617","경강선","경기광주","8628","8333","20240620",""
"20240617","경강선","초월","3736","3646","20240620",""
"20240617","경강선","곤지암","2483","2422","20240620",""
"20240617","경강선","신둔도예촌","1547","1400","20240620",""
"20240617","경강선","이천","3053","3218","20240620",""
"20240617","경강선","부발","2409","2458","20240620",""
"20240617","경강선","세종대왕릉","351","302","20240620",""
"20240617","경강선","여주","3179","3113","20240620",""
"20240617","경강선","성남","976","833","20240620",""
"20240617","경부선","서울역","9239","3219","20240620",""
"20240617","경부선","남영","10862","11370","20240620",""
"20240617","경부선","용산","39544","40759","20240620",""
"20240617","경부선","노량진","8229","8274","20240620",""
"20240617","경부선","대방","11745","12833","20240620",""
"20240617","경부선","영등포","39963","40427","20240620",""
"20240617","경부선","신도림","4142","4358","20240620",""
"20240617","경부선","신길","9829","8295","20240620",""
"20240617","경부선","구로","19107","19054","20240620",""
"20240617","경부선","가산디지털단지","19930","22840","20240620",""
"20240617","경부선","금천구청","12520","12683","20240620",""
"20240617","경부선","석수","9564","8810","20240620",""
"20240617","경부선","관악","7871","7497","20240620",""
"20240617","경부선","안양","27963","27696","20240620",""
"20240617","경부선","명학","10653","10659","20240620",""
"20240617","경부선","금정","30796","31114","20240620",""
"20240617","경부선","군포","8140","8014","20240620",""
"20240617","경부선","의왕","10388","10415","20240620",""
"20240617","경부선","성균관대","17277","17209","20240620",""
"20240617","경부선","화서","12268","11284","20240620",""
"20240617","경부선","수원","38458","39818","20240620",""
"20240617","경부선","독산","19482","20174","20240620",""
"20240617","경부선","세류","3745","3412","20240620",""
"20240617","경부선","병점","16564","16646","20240620",""
"20240617","경부선","세마","3570","3369","20240620",""
"20240617","경부선","오산대","4193","3880","20240620",""
"20240617","경부선","오산","11386","11460","20240620",""
"20240617","경부선","진위","1869","1770","20240620",""
"20240617","경부선","송탄","4833","4647","20240620",""
"20240617","경부선","서정리","9157","8898","20240620",""
"20240617","경부선","평택지제","4648","4445","20240620",""
"20240617","경부선","평택","13930","14005","20240620",""
"20240617","경부선","성환","5408","5540","20240620",""
"20240617","경부선","직산","1154","1108","20240620",""
"20240617","경부선","두정","8385","9928","20240620",""
"20240617","경부선","천안","7624","6777","20240620",""
"20240617","경부선","당정","7316","6949","20240620",""
"20240617","경부선","서동탄","1765","1415","20240620",""
"20240617","경부선","광명","4070","3576","20240620",""
"20240617","경원선","이촌(국립중앙박물관)","4424","3493","20240620",""
"20240617","경원선","서빙고","2595","2399","20240620",""
"20240617","경원선","한남","4270","4177","20240620",""
"20240617","경원선","옥수","69","55","20240620",""
"20240617","경원선","응봉","2109","1776","20240620",""
"20240617","경원선","왕십리(성동구청)","17542","17315","20240620",""
"20240617","경원선","청량리(서울시립대입구)","16191","17438","20240620",""
"20240617","경원선","외대앞","10963","10847","20240620",""
"20240617","경원선","신이문","9343","8660","20240620",""
"20240617","경원선","석계","7858","8989","20240620",""
"20240617","경원선","광운대","9231","8944","20240620",""
"20240617","경원선","월계","8278","7598","20240620",""
"20240617","경원선","녹천","5185","4346","20240620",""
"20240617","경원선","창동","1","0","20240620",""
"20240617","경원선","방학","11145","10652","20240620",""
"20240617","경원선","도봉","6633","6339","20240620",""
"20240617","경원선","도봉산","7862","5177","20240620",""
"20240617","경원선","망월사","10159","10276","20240620",""
"20240617","경원선","회룡","14229","13897","20240620",""
"20240617","경원선","의정부","18945","19134","20240620",""
"20240617","경원선","가능","7180","6890","20240620",""
"20240617","경원선","녹양","4648","4491","20240620",""
"20240617","경원선","양주","8152","7658","20240620",""
"20240617","경원선","덕계","6569","5981","20240620",""
"20240617","경원선","덕정","7317","7145","20240620",""
"20240617","경원선","지행","7218","7202","20240620",""
"20240617","경원선","동두천중앙","3391","3311","20240620",""
"20240617","경원선","보산","1630","1441","20240620",""
"20240617","경원선","동두천","2428","2454","20240620",""
"20240617","경원선","소요산","1783","1687","20240620",""
"20240617","경원선","청산","151","112","20240620",""
"20240617","경원선","전곡","1211","1075","20240620",""
"20240617","경원선","연천","1424","1185","20240620",""
"20240617","경의선","서울역","5413","6821","20240620",""
"20240617","경의선","신촌","1170","1560","20240620",""
"20240617","경의선","효창공원앞","3606","4083","20240620",""
"20240617","경의선","공덕","4683","3881","20240620",""
"20240617","경의선","서강대","2600","2568","20240620",""
"20240617","경의선","홍대입구","2038","2330","20240620",""
"20240617","경의선","가좌","6476","6102","20240620",""
"20240617","경의선","디지털미디어시티","3002","2766","20240620",""
"20240617","경의선","수색","4078","4116","20240620",""
"20240617","경의선","한국항공대","3772","3607","20240620",""
"20240617","경의선","강매","3711","3199","20240620",""
"20240617","경의선","행신","9001","8984","20240620",""
"20240617","경의선","능곡","5379","5026","20240620",""
"20240617","경의선","곡산","761","838","20240620",""
"20240617","경의선","백마","8374","8107","20240620",""
"20240617","경의선","풍산","6678","6337","20240620",""
"20240617","경의선","일산","12312","11993","20240620",""
"20240617","경의선","탄현","8694","8369","20240620",""
"20240617","경의선","야당","9614","9617","20240620",""
"20240617","경의선","운정","8763","8101","20240620",""
"20240617","경의선","금릉","5993","5633","20240620",""
"20240617","경의선","금촌","7182","6867","20240620",""
"20240617","경의선","월롱","2661","2356","20240620",""
"20240617","경의선","파주","1388","1010","20240620",""
"20240617","경의선","문산","5801","5382","20240620",""
"20240617","경의선","임진강","9","7","20240620",""
"20240617","경의선","운천","6","5","20240620",""
"20240617","경인선","개봉","23467","23118","20240620",""
"20240617","경인선","오류동","12663","12087","20240620",""
"20240617","경인선","역곡","29444","29478","20240620",""
"20240617","경인선","부천","33464","33279","20240620",""
"20240617","경인선","송내","29267","28998","20240620",""
"20240617","경인선","부평","29745","31200","20240620",""
"20240617","경인선","백운","8295","8144","20240620",""
"20240617","경인선","동암","16846","16621","20240620",""
"20240617","경인선","주안","20195","18263","20240620",""
"20240617","경인선","제물포","12318","11897","20240620",""
"20240617","경인선","인천","3747","2884","20240620",""
"20240617","경인선","구일","7916","7919","20240620",""
"20240617","경인선","소사","8241","7864","20240620",""
"20240617","경인선","부개","9550","9010","20240620",""
"20240617","경인선","간석","6439","6045","20240620",""
"20240617","경인선","도원","3756","3801","20240620",""
"20240617","경인선","온수(성공회대입구)","7248","6894","20240620",""
"20240617","경인선","중동","10239","9461","20240620",""
"20240617","경인선","도화","4710","4429","20240620",""
"20240617","경춘선","신내","3155","2817","20240620",""
"20240617","경춘선","갈매","3364","2916","20240620",""
"20240617","경춘선","별내","3906","3696","20240620",""
"20240617","경춘선","퇴계원","4081","3715","20240620",""
"20240617","경춘선","사릉","2419","2311","20240620",""
"20240617","경춘선","금곡","1708","1679","20240620",""
"20240617","경춘선","평내호평","6991","6732","20240620",""
"20240617","경춘선","천마산","1750","1656","20240620",""
"20240617","경춘선","마석","4239","4121","20240620",""
"20240617","경춘선","대성리","591","883","20240620",""
"20240617","경춘선","청평","2122","1951","20240620",""
"20240617","경춘선","상천","295","278","20240620",""
"20240617","경춘선","가평","2125","2219","20240620",""
"20240617","경춘선","굴봉산","139","127","20240620",""
"20240617","경춘선","백양리","77","70","20240620",""
"20240617","경춘선","강촌","562","598","20240620",""
"20240617","경춘선","김유정","397","399","20240620",""
"20240617","경춘선","남춘천","3216","3537","20240620",""
"20240617","경춘선","춘천","1691","1785","20240620",""
"20240617","공항철도 1호선","서울역","14588","12636","20240620",""
"20240617","공항철도 1호선","공덕","3259","4184","20240620",""
"20240617","공항철도 1호선","홍대입구","14147","13519","20240620",""
"20240617","공항철도 1호선","디지털미디어시티","15960","15262","20240620",""
"20240617","공항철도 1호선","마곡나루(서울식물원)","13066","12338","20240620",""
"20240617","공항철도 1호선","김포공항","10924","6353","20240620",""
"20240617","공항철도 1호선","계양","14504","13842","20240620",""
"20240617","공항철도 1호선","검암","6958","7347","20240620",""
"20240617","공항철도 1호선","청라국제도시","8176","7616","20240620",""
"20240617","공항철도 1호선","운서","11261","10573","20240620",""
"20240617","공항철도 1호선","공항화물청사","2249","2348","20240620",""
"20240617","공항철도 1호선","인천공항1터미널","15268","16122","20240620",""
"20240617","공항철도 1호선","인천공항2터미널","7105","6848","20240620",""
"20240617","공항철도 1호선","영종","4621","4534","20240620",""
"20240617","과천선","선바위","8263","7389","20240620",""
"20240617","과천선","경마공원","893","904","20240620",""
"20240617","과천선","대공원","2576","2608","20240620",""
"20240617","과천선","과천","7092","6436","20240620",""
"20240617","과천선","정부과천청사","13628","14216","20240620",""
"20240617","과천선","인덕원","27624","28624","20240620",""
"20240617","과천선","평촌","20046","19592","20240620",""
"20240617","과천선","범계","28859","28905","20240620",""
"20240617","분당선","선릉","15159","23199","20240620",""
"20240617","분당선","한티","16506","17975","20240620",""
"20240617","분당선","도곡","8885","8831","20240620",""
"20240617","분당선","구룡","4188","4144","20240620",""
"20240617","분당선","개포동","4994","5065","20240620",""
"20240617","분당선","대모산입구","6743","6302","20240620",""
"20240617","분당선","수서","17263","18024","20240620",""
"20240617","분당선","복정","5","0","20240620",""
"20240617","분당선","수원","7898","7530","20240620",""
"20240617","분당선","서울숲","13272","13494","20240620",""
"20240617","분당선","압구정로데오","17951","19423","20240620",""
"20240617","분당선","강남구청","10730","12305","20240620",""
"20240617","분당선","선정릉","8640","9131","20240620",""
"20240617","분당선","가천대","9560","10064","20240620",""
"20240617","분당선","태평","14113","13501","20240620",""
"20240617","분당선","모란","20883","20993","20240620",""
"20240617","분당선","야탑","27516","28939","20240620",""
"20240617","분당선","서현","24587","25005","20240620",""
"20240617","분당선","수내","15388","15651","20240620",""
"20240617","분당선","정자","19774","20811","20240620",""
"20240617","분당선","미금","16409","17171","20240620",""
"20240617","분당선","오리","12703","10958","20240620",""
"20240617","분당선","이매","6123","5673","20240620",""
"20240617","분당선","보정","3037","2703","20240620",""
"20240617","분당선","죽전","13698","15158","20240620",""
"20240617","분당선","구성","5711","5901","20240620",""
"20240617","분당선","신갈","5244","5066","20240620",""
"20240617","분당선","기흥","11327","10505","20240620",""
"20240617","분당선","상갈","5884","5540","20240620",""
"20240617","분당선","청명","5147","4924","20240620",""
"20240617","분당선","영통","9718","10015","20240620",""
"20240617","분당선","망포","17053","16245","20240620",""
"20240617","분당선","매탄권선","6073","5867","20240620",""
"20240617","분당선","수원시청","14600","15522","20240620",""
"20240617","분당선","매교","5928","5911","20240620",""
"20240617","서해선","김포공항","3206","3858","20240620",""
"20240617","서해선","원종","4921","4989","20240620",""
"20240617","서해선","부천종합운동장","2791","2357","20240620",""
"20240617","수인선","고색","6311","5896","20240620",""
"20240617","수인선","오목천","5288","4650","20240620",""
"20240617","수인선","어천","1463","1407","20240620",""
"20240617","수인선","야목","485","424","20240620",""
"20240617","수인선","사리","5629","4819","20240620",""
"20240617","수인선","달월","133","86","20240620",""
"20240617","수인선","월곶","3004","2731","20240620",""
"20240617","수인선","소래포구","5564","5095","20240620",""
"20240617","수인선","인천논현","5911","6322","20240620",""
"20240617","수인선","호구포","4402","4526","20240620",""
"20240617","수인선","남동인더스파크","2659","2903","20240620",""
"20240617","수인선","원인재","4770","4898","20240620",""
"20240617","수인선","연수","5260","5053","20240620",""
"20240617","수인선","송도","2687","2487","20240620",""
"20240617","수인선","인하대","7774","7495","20240620",""
"20240617","수인선","숭의","4624","4365","20240620",""
"20240617","수인선","신포","2009","2037","20240620",""
"20240617","수인선","인천","1124","1646","20240620",""
"20240617","신림선","샛강","3436","3771","20240620",""
"20240617","신림선","대방","3180","2673","20240620",""
"20240617","신림선","서울지방병무청","3481","3795","20240620",""
"20240617","신림선","보라매","4854","4334","20240620",""
"20240617","신림선","보라매공원","2472","2719","20240620",""
"20240617","신림선","보라매병원","8441","8987","20240620",""
"20240617","신림선","당곡","5168","5099","20240620",""
"20240617","신림선","신림","2084","2779","20240620",""
"20240617","신림선","서원","3834","3400","20240620",""
"20240617","신림선","서울대벤처타운","10346","9740","20240620",""
"20240617","신림선","관악산(서울대)","3351","3367","20240620",""
"20240617","안산선","산본","17555","18527","20240620",""
"20240617","안산선","대야미","5495","4977","20240620",""
"20240617","안산선","반월","4814","4738","20240620",""
"20240617","안산선","상록수","16621","16779","20240620",""
"20240617","안산선","한대앞","11084","11140","20240620",""
"20240617","안산선","중앙","19626","20462","20240620",""
"20240617","안산선","고잔","10180","9560","20240620",""
"20240617","안산선","초지","5818","5873","20240620",""
"20240617","안산선","안산","13057","11699","20240620",""
"20240617","안산선","신길온천","2229","1983","20240620",""
"20240617","안산선","정왕","10455","10654","20240620",""
"20240617","안산선","오이도","8652","8491","20240620",""
"20240617","안산선","수리산","4583","3809","20240620",""
"20240617","우이신설선","북한산우이","3006","2788","20240620",""
"20240617","우이신설선","솔밭공원","2899","2824","20240620",""
"20240617","우이신설선","4.19민주묘지","3998","3945","20240620",""
"20240617","우이신설선","가오리","4753","4826","20240620",""
"20240617","우이신설선","화계","3846","3737","20240620",""
"20240617","우이신설선","삼양","2349","2446","20240620",""
"20240617","우이신설선","삼양사거리","2911","2953","20240620",""
"20240617","우이신설선","솔샘","6562","6335","20240620",""
"20240617","우이신설선","북한산보국문","6980","6659","20240620",""
"20240617","우이신설선","정릉","5131","4932","20240620",""
"20240617","우이신설선","성신여대입구(돈암)","3818","4116","20240620",""
"20240617","우이신설선","보문","1774","1697","20240620",""
"20240617","우이신설선","신설동","2673","2445","20240620",""
"20240617","일산선","원흥","12541","12036","20240620",""
"20240617","일산선","지축","2","0","20240620",""
"20240617","일산선","삼송","20923","20190","20240620",""
"20240617","일산선","원당","12225","11560","20240620",""
"20240617","일산선","화정","18550","18742","20240620",""
"20240617","일산선","대곡","3627","2630","20240620",""
"20240617","일산선","백석","10832","10937","20240620",""
"20240617","일산선","마두","8932","9101","20240620",""
"20240617","일산선","정발산","7510","7515","20240620",""
"20240617","일산선","주엽","10818","11107","20240620",""
"20240617","일산선","대화","14790","10996","20240620",""
"20240617","장항선","봉명","1634","1647","20240620",""
"20240617","장항선","쌍용(나사렛대)","3428","3435","20240620",""
"20240617","장항선","아산","4349","3776","20240620",""
"20240617","장항선","배방","1340","1354","20240620",""
"20240617","장항선","온양온천","4627","4663","20240620",""
"20240617","장항선","신창(순천향대)","1783","2009","20240620",""
"20240617","중앙선","회기","29269","28387","20240620",""
"20240617","중앙선","중랑","5846","5687","20240620",""
"20240617","중앙선","상봉","6410","6392","20240620",""
"20240617","중앙선","망우","8359","8073","20240620",""
"20240617","중앙선","양원","3586","3521","20240620",""
"20240617","중앙선","구리","14017","14273","20240620",""
"20240617","중앙선","도농","12472","11539","20240620",""
"20240617","중앙선","양정","700","592","20240620",""
"20240617","중앙선","덕소","5982","5902","20240620",""
"20240617","중앙선","도심","2694","2094","20240620",""
"20240617","중앙선","팔당","825","808","20240620",""
"20240617","중앙선","운길산","803","791","20240620",""
"20240617","중앙선","양수","2019","1980","20240620",""
